author.username,content
author2,the Monday after I will put out a message about scheduling the first session
author2,<@&868889886839689217> next weekend (28th/29th) I'll try and be in call from 6-10 to assist connecting to foundry and character creation/background
author2,Later today I'll probably work out 2 days that I can sit down and help people with character creation/background and foundry set up
author13,Oh. Wierd. I'll have to look because I have no idea this was even happening.
author2,"Heads up to people the following are getting changed with the remaster Nov 15

Classes: bard, cleric, druid, fighter, ranger, rogue, witch, and wizard

Ancestries: human, dwarf, elf, gnome, goblin, halfling, leshy, and orc

Heritages: changeling and nephilim

I will give you the option of updating your character or using the pre remastered version when these and future changes happen. For some of these I'm expecting minor changes but witch and wizard at least are somewhat substantial."
author2,<@298277388800753665> this category is where everything related to the campaign will be
author2,for all unfamiliar parties
author2,I will probably do a foundry intro session before the first session
author2,moved all the character creation stuff out of the google doc
author2,I just wouldn't go otherwise
author2,I've also been into the dorms to visit people
author7,I'll never tell
author2,and Im assuming was visiting someone
author2,You have lived in them
author7,I've done it 😔
author2,their bad
author6,Future pathfinder players might though
author2,I don't want to enter the dorms when I don't even live there
author14,Or from star quad… it echoes it real good around there
author14,Scream it from the roof of the library
author6,"Counterpoint, go door to door advertising to every dorm room"
author2,like 5 for now and then may open it later
author2,I may advertise in guild server but have a limit
author2,"**INSTRUCTIONS ON HOW TO JOIN FOUNDRY**
https://discord.com/channels/793006067361120256/1154848615773253682/1164242182169968719
http://10.147.17.253:30000/join"
author2,To make sure this gets underway I will be doing the first session sometime in the first week of November
author2,"An optional form for those who don't want to ""write"" a character backstory or need inspiration 
https://forms.gle/x4uGw8dTVypNyH2k7"
author13,"Yea I figure, I'm just curious"
author2,still a little bit off
author13,When will session 1 of this be
author2,If anyone has suggestions let me know. This is subject to change
author2,yes unless it says something like increase
author6,So for the minor ... lesser ... moderate stuffs they are cumulative right?
author2,feel free to check that out if you want
author2,I also give you express permission to harass outsiders into joining
author2,but thats up to you
author2,Also if people want they can put a character in the <#868890602186608670> without specific info and add it later
author2,assuming you mean per one shot then yes
author4,Do we have 1 per
author2,its fine to do it now. You can just DM me the result and I'll tell you what you get
author13,Ah OK. Should I wait to get my character info into foundry first?
author2,I just need you to roll a 8 sided dice
author2,You can use one per character and yes it is a random item/items
author13,"Eh whatever I'll just test it. I'll use both mine, kobold and sunfire."
author13,What does it mean to use one?  Random item or something specific?
author2,"If you played in Struggle for the Sacred Tree, Trial of the Kobold King, Caravan's Gambit, or Sunfire Citadel you got a one shot box."
author2,Let me know if you want to use a one shot box
author2,(it will most likely not be everyone)
author2,"You can wait to register until after the first session cause that will be when you ""all"" arrive at the guild"
author16,your ancestry is a matryoshka doll
author4,Player ones at least
author16,"play an adaptive anadi with a skeleton form with As in Life, So in Death for Halflings, then take Cultural Adaptability for Dromaar
you are now a half-orc halfling skeleton spider"
author4,I was stating Echoes dieties like this for 1e
author16,20 dual class 10 mythic free archetype ancestral paragon
author2,I think this is how you make a deity
author2,When the 20 gestalt 10 mythic one shot dropping
author2,wait till I've prepped it to post anything though
author2,I got the idea for the one shot
author2,He will work
author2,Because of simplification in 2e the whip is more viable for people who don’t train in it
author18,I could have built it as an ok war preist damage wise with out doing the combat maneuvers it was just gave nothing special (other weapons could do same and better) and whip had many feats for combat maneuvers.
author2,I think that was realism issue
author18,The problem was the trip and disarm taking way to many feats to work and then not working on monsters.
author13,I think it was a problem with hit bonuses and it's damage was nonexistant
author2,I forget what the problem you guys had with the whip was
author18,The real question is does the whip work in 2e?
author13,100 year old halfling with arthritis coming up
author4,Question are old age penalties in 2e?
author2,animate object is rather pog as a ritual
author4,Cause it 1e it was all demonic and witchcraft except for like 2
author2,yeah they also make having permanent minions make more sense
author4,I like that the rituals in 2e arent all evil and shit lmao
author2,they also did it so it scales depending on the characters level which was something I thought 1e needed
author2,I think it makes more sense and makes things like bringing people back more significant
author2,yeah so is resurrection
author4,You notice reincarnate is a ritual now?
author2,will get you familiar with 2e grappling as well
author2,Yeh thats a good option
author4,Then I'll prob do barb into wrestler for him
author2,that lets you transform
author2,2e barb choose an instinct one of which is animal which gives you natural attacks in rage
author4,May have to multiclass or something but I'll work it out
author4,"If he does return he'll prob either be barb base with the free archetype trying to give him wildshape
Or a druid with an archetype trying to give rage
Unsure how well thatll work though lol"
author4,"Just lmk when you post it
Im fine regardless I just enjoy bringing old characters back lol"
author2,Like I said I don't really have the idea for the one shot yet I just know I want to do one that gives people some idea of how archetype works
author2,K. It could depend in that case.
author4,Early 20s
author2,what race was the barbarian
author2,oh true
author4,Was unsure what the timeline of these one shots really looks like in conparison to each other
author4,If it makes sense character wise then it will be the most likely
author2,Idk the one shot yet but probably fine
author4,Different one shot he ran a while back
author21,The heck is struggle of the sacred tree?
author4,Would bringing back my gestalt barb (ported to 2e) from struggle of the sacred tree work setting wise?
author2,Thinking level 8 with free archetype so people can test that system
author2,Think I’m gonna try and fit in at least one more one shot before it starts
author21,I think I’ll look over the westmarch setting stuff and decide if I want to do that before creating a character for this one
author13,Okay my character is going to be a bomb-selling goblin. One spark could make me lose my entire business
author2,Thetis to be exact
author2,(This takes place in my world fyi)
author2,"for those who like to brainstorm characters
- Tradesman characters
- Merchant Themed
- Level 3
- 100 gold
- Standard group dynamic (Characters are already in a group going in)"
author2,I have another pf2e oneshot in the wings. I will save it for now but know it is available.
author4,What a bunch of chuckleheads
author7,yeah it was me and randall
author7,yaah i forgot i had connected on my laptop at one point
author4,Ah I knew it was a state ip
author7,tis me
author4,Wait could that first one be Kyle?
author7,8194 is my laptop
author7,ah okay
author4,The first one I'm concerned about the the second one I know is fine I'm just curious who it is
author4,I take notes on who connects usually fyi
author4,Yeah the f4 ones been on there a whil I always assumed it was Connor but not that I'm trimming the fat on here I'm checking
author3,It might just be another case of someone forgetting to disconnect
author3,"It wouldn't be me, because I disconnected after the session"
author10,I need like 10 minutes
author10,Uno momento
author4,The f4 one
author4,Hey <@146626274066956288> is it you actually
author4,But the one I'm concerned about doesn't have perms anyway
author4,True enough
author6,I mean if you just remove it we will figure out rather quickly if its someone who is important
author4,Also this is a NCSU ip so
author4,"Nervous since William mentioned a Trojan
Might add some extra security to it soon"
author6,Also can confirm that neither are mine
author9,I don't remember having to do anything cause we were on the same network
author4,Thing for Foundry
author9,Zerotier is not ringing any bells
author6,Zerotier adress
author9,Is that Mac address?
author4,Also <@378709482953244672> this  you
author4,Hey @everyone ya'll know who this may be on my ZeroTier
author7,Smh 😔
author1,<@!318536129727168512> <@!318536129727168512> <@!318536129727168512> <@!318536129727168512> <@!318536129727168512>
author6,<@!531348109347782656> <@!318536129727168512> <@!458413180893397022>
author6,30 mins
author2,Should be
author1,"should be, yes"
author4,Wby guys <@!318536129727168512> <@!589289513788899348>
author4,I was like damn he's passionately free
author4,You free Wednesday at 6?
author25,I'm good every day but I have class till 5 Wednesday
author2,I’m good Tuesday and Wednesday. Thursday and Friday I’ll be working.
author4,"Hey guys I underestimated how busy I am today, but I'm free the rest of the week"
author6,"2 cure mod 
2 cure light 
5 trail rations"
author4,"Lmao
They adopted don't worry
So they are ~~basically a housepet~~ cool"
author2,"Not to be racist or anything, but goblin people. *unholy snorting noise*"
author1,(i tried)
author1,"Name: Dray
Class: Unchained Rogue (Vexing Dodger)
Role: Debuffer/Rogue"
author4,"We still have enough people
But there are still two slots available in case anyone wants to join"
author4,So Ephraim has dropped
author4,Hey did any of ya'll put ranks in diplomacy
author5,sounds good
author6,That should work for me
author4,So does the 27th at 1pm work for ya'll
author1,"ye, im working on it homie!"
author5,<@!492768651389435909> <@!589289513788899348> heads up 2 weeks
author5,Probably. Might have to be early if I can't get off that day
author4,Does the weekend after Thanksgiving work for ya'll
author6,"Name:Fenla 
Class: Kineticist (Kinetic Chirurgeon)
Role: Ranged/Healer"
author7,"||working on black friday would be, interessting....||"
author7,dont know times yet tho
author7,theres a decent chance ima be working sometime thursday and friday
author4,It'll probably get run sometime over thanksgiving break
author7,im interested but not sure what my schedule gonna be looking like once i start working at best buy
author4,Btw if people are actually interested in this I'd be down to run it twice
author5,"Name: Christopher
Class: Hunter (Plant Master)
Role: Range/Skill Jockey
Companion: Sniper Cactus
Name: Jack
Role: Range/Stealth"
author4,"The fall harvest has failed. The village is starving and it has become clear that your small town is unlikely to survive the coming winter. All the while the cruel Duke Autumnhall has continued to maintain his lavish lifestyle in his secluded manor. His servants talk of a magical horn able to summon a near endless amount of food and drink. With all requests for aid being met with harsh rejection, the mayor has called an emergency meeting to discuss the only course of action that remains...
___
Looking for a party of 3 - 5 people
Aiming for 1 to 2 sessions total
Character lvl 3
Starting gold is 1500
Stats are a rolled array:
18, 8 then 1d10 + 7 (roll 5, drop lowest)
Anything PFS legal, ask otherwise
Perception is class skill, Precise shot is optional
**Starvation rules are in effect and foraging will be harder**
If interested react with a 👍 and DM me a character
Respond with your class and party role if okayed"
author6,I don't think I do
author2,I am not
author4,Hey is anyone here playing something with darkvision?
author4,In that image it fails to reach of the screen like a reserve doug dimmadome hat
author4,Neck is too short
author9,Ţhə Źįğłəŕ
author2,If we don’t do it tomorrow I’ll go see dumbledore fan fic
author2,I’m good either way
author4,"So make sure yall stuff is setup
~~Technically Connor may not need it cause same network~~"
author4,Also I am using foundry for this
author6,My character is about 90% done
author9,I haven't but I will
author4,"But <@589289513788899348>  seems too busy to do Gnome + this rn
And idk if <@378709482953244672> and <@151489352164311040> have characters made"
author4,Currently was plan
author4,We've acquired FoundryVTT over what we used to use
author4,Btw <@378709482953244672> everyone else already knows because they play gnome
author6,I will know this monday if i can or not
author4,Then I'm thinking the 20th at 5:30?
author1,any day preyty much goes for me
author1,okay uhh
author6,prob wednesday too but no sure
author6,Thursdays are always good
author9,Same here
author5,for me
author5,and wednesday are always good
author4,And not Tuesdays or Sat-Sun cause other games
author4,Not this week cause Tristins out of town
author4,Alright when are yall free
author4,<@378709482953244672> you still interested?
author7,Prolly not for me 😔
author4,Hey can everyone who was gonna play in this let me know
author5,works for me
author4,Try being jobless /s
author6,"As of right now that works for me, but i might be getting employed so idk"
author4,Im thinking maybe next Monday depending on ya'lls schedules
author6,"free all days besides tues/thurs
on tues/thurs i have class till 4"
author4,Hey when yall free for this
author4,I mean technically speaking other people can too I just know these people play
author6,<@!151500793990742016> <@!146626274066956288> <@!492768651389435909>  Y'all want in??
author6,"The issue might be beacuse you are on mobile
Mobile has funky ping issues"
author4,"Any way the point was I was going to ask Law, Randall, and Ephraim if they were interested"
author6,Also discord special
author6,Wait no
author4,I type it and I can only ping myself
author6,Did the chat clear itself?
author4,Why cant I ping Lawrence and Randall
author5,I may consider human cause it might just be straight better
author4,"Correct
Or deal with the Check penalty on atrack rolls"
author6,So if we get the shield or armor then we still need to get proficiency for them right?
author5,No. I might just get the thieves tools and grab leather
author4,You snag proficeny?
author2,I’ll probably grab hide shirt
author4,Btw commoners dont have a favored class Im pretty sure
author4,What gift you leaning towards?
author5,maybe drop int 2 and raise wis
author4,"Btw Setting is in the Crown of the World near the Rimethirst Mountains
Human language is Erutaki"
author4,Im bery interested in what your plan is
author5,my character
author4,Warslinger moment
author5,I think I'll be a halfling
author4,Rich parents?
author5,with 1 trait
author5,I *Could* make a character as strong as a normal character
author5,It has been decided
author5,traits? 2?
author4,"Suggested feats for commoners:
Iron Will, Weapon Proficency, Skill Focus, Catch Off-Guard, Throw Anything"
author4,"Character: 15pt buy, Level 1 Commoner, Any core race
Gear: 1 simple weapon you are proficent with, winter clothes, a backpack, 5gp of gear (+10gp if you have a profession or craft rank)
Setting: The Crown of the World near the Rimethirst Mountains. Bonus human language is Erutaki.

Gifts: The judge gifts one of the following to all gala attendents
Holy Water: 
The Judge is quite superstitious and claims that this water can keep demons and evil spirits at bay .
Thieves Tools:
The judge personally swears that these are a must have for anyone who risks kidnapping or abduction. However, the local criminals seem to have better uses for them.
Hide Shirt:
Emblazoned with the holy symbol of Cayden Caliean this armor matches the patterns of the Judges Guards. Though it seems to be a lighter variety.
Heavy Steel Shield:
Adorned with a stylized rendition of Cayden Caliean's holy symbol this shield is identical to those carried by the Judge's guard.
Ioun Torch:
A floating stone that emits light in the surrounding. While certainly useful, it does make you stand out in a crowd."
author4,"Every year on the day before the winter solstice the generous Judge Travis holds a gala for all the citizens of the neighboring towns. While typical commoners in your town cannot make the journey to the gala, you are a servent of the judge's less generous older brother Lord Richard Holden III.

While returning from the gala you are set upon by a vicious blizzard and seperated from the Lord's Guard. When all hope seemed lost, Lord Holden spots a manor in the distance. Perhaps you will survive to see another day after all..."
author4,Aight Sun at 6:30
author6,Seems like Jacob is planning for Saturday so Sunday works better
author6,Unless Western is planned/planning for one of the
author4,Do you have a day preference
author6,For both
author6,6:15 at the earliest
author4,<@151489352164311040> in particular
author4,<@&927426307514581042> Does Sat or Sun at 6 work for ya'll
author4,"I mean its fine
I just didnt realize we were on
(I have procrastinated map making)"
author2,machine learning time
author2,No sweat off my shoulder though. I forgot it was happening until I saw Fable in the call
author2,Yeah me and Fable both realize that our responses prob weren't confirmation enough
author4,So I just said screw it and studied for midterm
author4,"Cause usually I try and run stuff Sunday
But when I asked about Sat no one confirmed a time or campaign choice"
author4,I didnt prep it
author4,I mean no one said anything so
author4,Was gonna be Sunday but westmarch got scheduled so
author2,how about that airline food
author4,"Honestly I think the level spread should be capped at 2
Cause being the low level in those session sucks, even if you get more xp for it
Also can feel like you get diffed when you schedule a session and the party is all higher than you"
author2,No I knew you were referring to the undead I just was thinking back to normal undead sessions
author4,Yeah not Duergar
author2,was in my fungi folder
author2,I recall now
author2,I don't think we've had draugr
author4,The problem is low level support play sucks
author4,On the case of the shambler & 1st draugr encouter I think that was just a party spread issue with there being a lvl 1
author4,Yeah we are all dps more or less
author2,not enough bards honestly
author4,Yeah but a more unform/traditional party would have split that
author2,cause the resistance was rolled for
author2,That was partially luck and partially comp
author2,Sometimes def. Shuffled caverns became unfortunate when everyone had piercing in the first combat.
author4,Frankly I think it's more a party comp issue than a luck issue
author2,Yeh. There are always gonna be some misses especially when luck is involved
author4,"Tbf some of your encounter's have sucked ass
Though those still have less of a prep time that my 1e duds
(I once again apologize for the skeleton incident)"
author2,or during downtime
author2,2e balancing my beloved. I choose enemies long before the session and then can balance 10 minutes before
author4,The 1e prep agony
author6,6 hour long dual session
author6,Do both
author4,Sat at 6:30 perchance eith Gnome or Wolves (preferably Wolves)
author6,Is when I am free
author6,"Uh anyday after 8
Weds /Thurs /Saturday after 6"
author4,<@151489352164311040> What your schedule
author4,"Trying to get my spring break organized
I got crippled by assignments last week"
author6,Any plans for when the rescheduled session is? or are we waiting till after sans for it?
author4,"May have to cancel/reschedule
Ollie had a harder time than expected with this HW
+they need some time to study for their midterms"
author6,I think that works
author4,1 maybe?
author4,Yeah I mean on Sun
author2,prob whenever but I may have an insurance adjuster coming at some point
author6,Not till sometime sunday
author4,When are people available <@151489352164311040> <@318536129727168512>
author4,Okay I need to move wolves up a bit
author4,Can swap it then
author6,I did not think about that
author6,Free sun
author6,I am busy sat
author6,Wait fuck
author4,Sat then
author1,sounds good :)
author2,either should work
author4,<@589289513788899348> <@318536129727168512> ?
author6,Fine with either
author4,Next Saturday the plan again? Or Sunday?
author7,wait gimme a sec
author4,Am I good to close foundry <@&927426307514581042>
author4,I'm pushing back to 6:30 something came up
author4,Is it something I need to add a token for lol
author4,Summon spells?
author2,beware the summoning
author6,What time are we doing this?
author4,Finx moment
author6,IT WAS
author6,Was it a familiar thing?
author6,But thats only for me
author4,War sight?\
author6,I could have sworn to god I had something to let tristin roll twice for initative once per day
author6,Well I guess those might be the same thing
author6,Ah its being listed as from a feat instead of a class feature
author4,As a note I migrated it a couple version so shit may be bugged
author6,Wait no
author6,"Hold up, I don't think I am getting my cha to saves"
author6,"Ah
Paladin moment with  goated 5th level saves"
author4,You prob renames gaseous cloud
author6,I have a spell called vape cloud?
author4,This is up btw
author4,Ill put foundry up when I get home
author6,Having levels in 3 different classes really makes stuff confusing
author6,Time to remember how my character worked
author6,We didn't level up or anything right?
author4,Okay so Sat? <@&927426307514581042>
author6,5 good
author6,Class canceled
author6,6 should be good
author6,class at 4
author4,Ill prob go with 5 unless Fable needs to start late
author4,<@151489352164311040> ?
author2,I'm good with either
author4,5 or 6?
author2,I can
author4,Wolves Wednesday?
author4,He do be kinda stinky
author2,Also that Lawrence guy 👎
author2,Cause I didn’t feel like traveling 3 weeks in a row
author2,That’s the reason I didn’t go to state
author6,ah oki
author2,Nah it’s next Monday and Tuesday
author6,or is it 23rd and 24th
author6,break is 26th and 27th right?
author2,It’s our fall break
author6,"Unsure, will let you know what happens with work"
author2,I go home next weekend
author4,<@&1064607664216231997> What between Friday and Sunday work for you
author4,<@&1064607664216231997> it time
author2,fine by me
author4,Okay so opinion on starting at 11?
author2,I was assuming we were doing monday
author2,oh I could do early tomorrow
author1,i can't do monday from 2:30-8:45 or so so sunday is the only day i can really make this week
author4,Yeah but <@151489352164311040> works tomorrow night it seems
author2,okay then I'll be good after 3PM
author2,Is the armor medium or heavy
author4,Okay <@&1064607664216231997> we need to work out a time
author5,Bigman will arrive next session. Foli will mention him by that name.
author4,Sorry I had to disappear last minute Mom was getting cranky cause I was lettimg my dinner get cold
author4,6:30 Ollie needs a moment
author6,I concur
author2,I am ready
author4,Like 6 or 6:30
author6,So what time we doing this?
author4,<@151489352164311040> you can put you character in whenever you are ready
author4,<@&1064607664216231997> Foundry is up for ya'll
author2,almost there
author2,Does that == gestalt
author4,<@&1064607664216231997> We'll just go with that
author2,We await the verdict
author4,<@&1064607664216231997> Sun July 30th yes?
author2,but I can put those in chat easily
author2,I lied all of my seance bonuses
author6,"Next week Monday after 4, Wednesday Saturday, Sunday after 3"
author6,"Oh shit wait no
That's for this week, next week things change"
author6,Thursday Saturday and Sunday after 2 are my free days for the foreseeable future
author6,"Oh shit did not notice this chat
Should be good all of this weekend"
author2,so imma join
author4,Oh yeah go ahead lol
author2,someone dropped out of the session that was happening today
author2,The western marches I play in
author2,just asking cause other game slot just opened
author4,Fable never responded so
author2,today or naw
author4,Ohh I knew it was something weird lol
author2,and those can change every time they're channeled
author2,When I channel a caster spirit I get bonus spells
author2,Thats not why
author1,"ill go through the medium spell list, i forgot they're spontaneous, thanks"
author2,other than ill omen it depends on the day
author1,i was stupid and put this in the wrong chat
author1,"by the way, if you guys have any spells or abilities that would inflict debuffs of some sort, could you DM me them (assuming they are not already listed on your foundry sheet)? wanted to make a small folder so i can quickly inflict enemies without having to load the compendium or create a debuff mid-session."
author4,So up to <@151489352164311040>
author4,Though If I rise and grind tonight I could prob run it tomorrow?
author2,I'm not completely certain that is a set schedule in that case
author2,are we talking today or tomorrow or going forward
author4,Im fine to do wike 7:30 to 10 though
author4,Hmm wb Mon or Tues then
author2,increase those times by 1
author2,I also have an hour drive after work so
author4,<@151489352164311040> ?
author4,Try Sat or Sun then?
author2,I work 4-8 wednesday - friday and 10 - 6 on saturday unsure if I work sunday
author4,Im good all the way through Thursday
author4,But what times
author4,True <@589289513788899348>
author2,I continue to exist
author1,"unfortunately i will not be playing this time, i have to DM a game that day"
author4,And recap who is playing at this point
author4,Alright <@&1064607664216231997> time to set a hard date
author4,"Okay what is a regular time that works for ya'lls schedules <@&1064607664216231997>
Rn I'm considering maybe something like 1st Sundays of the month"
author2,nvm on dayjob then
author2,: (
author4,No I think you'll need the enchant for that
author2,This determines the answer to the question
author2,Could I get a bow string tuned to my strength after crafting? Without the enchant.
author4,Or do you mean during campaign?
author4,How much extra do you need
author2,Could we make a day job check for a lil extra cash?
author2,And I'd say the same thing would apply to rituals
author2,This would also give crafting a bit more incentive at lower levels instead of being slightly worse than downtime and then buying the item
author2,This would also make sense for things like stores and how they can be more cost effective
author2,and then like 50 or 100 becomes very easy and then like 1000 is incredibly easy
author2,so say you craft something 10 or 20 times the dc becomes easy
author4,I would also like to have the dc
author2,Considering the idea of having the dc of recipes lower after a certain amount of crafts
author2,Also not having something good to play it in demotivated me as soon as I hit a roadblock
author2,Wanted to make a gun magus but I couldn't make a build I was satisfied with
author2,https://2e.aonprd.com/Weapons.aspx?ID=342 pretty cool
author2,but shield cantrip would work (once)
author6,Sans is basically just a spirit kineticist
author4,Yeah thats how I was leaning
author2,Kineticist blast isn't so I'd say no
author4,"Depends on how ""spells"" are defined in 2e"
author2,would this work or nah
author4,"But yeah it was suppose to do energy which is why I gave it the concentrate trait
But Im illiterate and missed part there"
author4,"Gotcha
Read the harness rules and couldnt tell"
author2,It doesn't
author4,Wait how does shield blocking energy work
author2,Checks out now that that is changed
author4,"I dont think you can shield block spirit damage on the blaster tho
(As a side note the ranged attack has been fixed I had forgot to fix damage type on a copy paste)"
author4,Blocking the melee will prevent the spirit damage
author4,You can't shield block your sins
author2,<@458413180893397022> before it comes up how will you rule this
author2,No they will do bludgeoning
author4,At least I don't have to worry about a Startossing nazi lmfao
author2,Still working on who I will be to fit the build
author4,I dislike this assertion
author2,and the shuriken will be flavored as something else
author2,I'm going to make a very similar build but more dps
author2,I think so
author14,Are construct companions immune to spirit damage?
author2,Also down just struggling to find the right flavor for my build
author14,Count me interested in playing
author4,Anyway stat block shouldn't change much at this point except for adding some relevant tags here and there
author14,Monks are looking really good in general here
author2,monk also highest AC class
author4,He has spirit on his base attack too though so should be fine
author14,Monk only party
author2,and max reflex/fort
author2,alright everyone grab a fortune effect
author4,Ya'll earned it
author2,what if we all crit succeed all the saves
author4,I did a short calculation and I'm way less worried about his hp round 1
author2,summoner and animal companion both work out to 4 actions
author2,tbf so do animal companions
author17,You get to break the action economy at level 1
author17,Summoner is fun
author14,Summoner also gets a lot of actions
author2,not gonna play another one but summoner is a valid option because shared health pool
author2,ranger dedication + basic hunter's trick > hunted shot bouta go crazy
author2,or monastic archery
author14,Shooting Star stance about to be fun
author2,monk and ranger can get 1 action 2 attack with range
author4,To be fair the dodge action lets him move away
author14,Because MAP doesn't matter
author2,not flurry ranger but ranger is good
author14,Try to burn through those reactions
author2,You want more attacks cause the dodge action
author14,Monks and Flurry Ranger
author2,one attack for 2 actions
author2,Nah thats kinda mid
author4,Magus spellstike on it's way to go crazy in the dps department
author2,I think the play is getting as many attacks as you can in a turn prioritizing damage over attack. And don't use companions unless they are immune to spirit damage
author2,compared to a 10d6 cantrip
author2,which wont really do much
author14,"Right, normal hits"
author2,no crits
author14,Because even a normally built wizard crits with their staff swings
author14,Actually the fact that you don’t need to worry about attack rolls at all opens up so many builds
author2,no effects that proc on crit
author2,building for anything related to crits is also off the table
author14,Because they don’t need master in weapon attacks to be useful
author14,Battle Oracle and other half-martials might be okay here
author2,Nah the summoner sacrifice thing
author4,~~Figure out how to get that monk ability to kill yourself~~
author2,I guess because I can't play Mr. shuriken I'll have to play Hitler
author4,I was tempted to make the one shot lvl 19 but figured it's a tad cringe to cuck out on capstones for a reference
author14,They actually farmed for XP
author2,because that is the route that leads to sans being a boss battle
author2,So in theory the players are genocidal maniacs
author4,I'll just add the immunity so he doesn't get cheesed
author4,Found a way
author4,Poison was my other idea but he's immune to that
author14,Ah right
author14,"Soul Siphon, I think"
author14,Bones Oracle
author2,Maybe a spell
author4,Wait how would a player even apply drained to him
author4,Damnit I knew Id miss at least 1 effect that'd insta kill him
author2,smh don't reveal company secrets
author14,Feel like 1 stack of drained would end the fight real quick
author14,That's a funny stat block
author4,I know lmao
author2,I meant for sans
author4,"Tbf Goku would be in a hot minute
Cause ngl
Making meme enemies is hella boring"
author2,We'll see if I care enough to make another character
author4,Goku would in theory use ABP
author13,Like as a meme character but still. Just like piles of loaded weapons
author13,I was unironically trying to make a build like that
author2,I'll save it for if Goku ever happens and I can play Tenten from naruto
author2,^fun idea if anyone wants to in the west march
author2,(with ABP you can do reaper from OW and just have a bunch of loaded guns and quick draw)
author2,Was originally gonna use an air repeater but without ABP it is not very sustainable
author2,"5 shuriken attacks each turn with 300ft range
highest MAP is -2
Opponent becomes off guard after a single attack hits"
author2,very cool build just not useful for Sans
author2,https://pathbuilder2e.com/launch.html?build=680082 Here is a character I may use at some point. No skill feats or ancestry stuff
author4,Still good feedback cause it lets me know none of them look boring lmao
author14,Which I know is rather unhelpful
author14,All of those look interesting
author2,If I end up playing I may just build for big damage hits or something
author4,What out of these looks interesting to people
author4,"**List of all my current/running projects**
Gnome Mercy: I'm not a fecking gnoblin I'm a gnome (1e)
Blight of the Werewolves: combat a werewolf plague, in the haunted country of Ustalav (1e dual class)
Bad Time Simulator: 💀 🏀 , Some time during either UNCC or NCSU's spring breaks (2e free archetype)

**List of planned projects**
⚔️ Rise of the Kinetic Lords: One-shot, Become an elemental pirate king in my homebrew setting (Same region as Abandoned Shores)
❄️ Reign of Ice: One-shot, Frost giants have moored on the coast of your village, duke it out in my homebrew setting
🐲 Spoils of the Burning King: Lvl 5-7, Hobbit style adventure to pillage the ruins of a long dead dragon's lair in my homebrew setting"
author2,I guess I should maybe not make this character in that case
author2,The one annoying thing is I'm building for having good attack bonus
author4,So now that I've got that out of the way
author4,"Originally it was all spirit
But then Inventor would go crazy"
author4,That is actually why I added the bludgeoning and piercing attacks
author2,so I somehow become a mindless construct
author2,Was thinking of how you'd translate the terrakinet to 2e but I think the terrain stuff no longer has a place in 2e
author2,For if anyone wants to discuss anything they are working on or anything like that
author2,Couple maps + couple enemy pics
author2,maps + non-custom monsters down
author2,At some point (hopefully soon) I will try and get the latter half of book 3 in foundry so we can have one less thing on our plate
author2,"https://docs.google.com/document/d/1qS1JFfxSREQ7fgXzSYFxCqCrJNff5fIDHwlqj_WwpFU/edit?usp=sharing
https://docs.google.com/presentation/d/1A4gusHmhAX_zrgvlBdeAYzZIJCfocsk916GCZcUihIk/edit?usp=sharing
https://drive.google.com/drive/folders/1-ne3dsgpBdnsmh4Rj_qE3lKDSHDPHobP?usp=sharing"
author2,Character Portraits
author6,Slur sword
author6,Imagine this but for mitra
author2,only took 2 hours
author2,if there are any -_-
author2,and the secret doors would show up on a screen shot
author2,No but I want to do foundry
author4,It just too jank to put in mythic table
author7,: (
author2,Time to remake a map in dungeon draft 🙃
author2,Both are like the same amount of almost finished but doing kingmaker is fair to keep it rolling
author6,It seems like every session we have I start clueless with 0 idea whats going on and it takes me a bit to understand whats happening
author6,For me remembering shit at least
author6,I fell like focusing on one of them would be best
author4,Cause I feel like killing Irovetti will likely do that
author4,Do we wanna do wicked or do we want to try and finish the book in king
author2,<@&828644080443326494> Sunday @ 5
author4,Fire bitch is gone
author4,Also this and Kingmaker <@&828644080443326494> need to get sorted out too
author4,"And the fact that this states ""gains a bonus equal to"" instead of adds their Charisma mod seems to indicate that <@151489352164311040> should get double charisma on his Fort save"
author4,"Unholy Resilience (Su): At 2nd level, an antipaladin gains a bonus equal to his Charisma bonus (if any) on all saving throws."
author4,So based on the statblocks linked here
author7,: )
author4,For political reasons
author4,Since it isnt the same ttpe of bonus
author4,"Yeah but you lack a Con
Personally I think youd get your Cha to it twice"
author6,Since undead traits
author6,Fort save is mostly useless now though
author4,Btw Cha to fort save <@151489352164311040>
author4,Give me 10 to 15 min
author6,But idk
author6,Might be a little late
author2,Might just give the worg the infernal archetype to simulate that
author2,the summon level increases every 2 levels
author6,Im pretty sure the summon monster level increases
author2,I just realised antipaladin companion is perma summon monster 3 and not animal companion
author4,Yeah so that would make a good ally for low lvl cohorts if we get a new organization
author6,Then it's 34 stealth
author6,Just make it go invisible 5heaf
author2,+3 dex +5 rank +3 class +3 skill focus
author2,Best the worg could get is 14 stealth I think
author4,Would be pretty funny
author4,I want to make a giant with hide in plain sight and a ridculous stealth
author2,the worg never becomes large
author4,Guess the Istocs will do
author2,Large creature so prob not great
author4,We could use a good spy
author4,But whats his stealth
author4,Me and Lawrence could fix that with some Onyx...
author2,Grumblejack has gained the service of a Worg that will likely be out of combat (cause racial hit dice make it severally under leveled)
author7,Working for me rn
author4,Ive tried a few times
author4,Any of yall been able to get Archives to ever work tonight?
